 ,Episode,Speaker,Dialogue,Eng_Translation,Start_Time,End_Time,Sarcasm_Label,Audio_Clip
,,"Ins. Badal, Animesh,
Ins. Badal","Sir, encounter er footage sir! Sir charbo na eke! 
Mere debo sala! Riya k guli koreche sir! , Badal... ,
Ei cheleta, ei cheletai chilo, sir!","Sir that’s the encounter footage! I won’t spare him! 
He shot Riya! , Badal… ,
That boy! It was him, sir!",0:02:26,0:02:16,0,AudioS200301.mpeg
,,Animesh,"Badal, eta personal revenge er somoy noy, matha 
thanda kor. Next target: Naihati.","Badal, this is not the time for personal revenge. Stay 
calm. Next target: Naihati.",0:02:15,0:02:07,0,AudioS200302.mpeg
,,"Ins. Damayanti,
Unknown","Ha, hello... Sir er dharona oder next target Naihati 
hote pare. ,
Is bar operation mein hum bhi rahenge","Hello… sir believes their next target may be Naihati. ,

This time we will also be part of the operation.",0:01:41,0:01:35,0,AudioS200303.mpeg
S2 ,E3,"1 Person, 2 Person,
Jyoti","Are! , Khap! Khap! Khap! Khap! Khapa! ,
Oye, udhar.","Hey! , Khap! Khap! Khap! Khap! Khapa! ,
Hey, over there.",0:29:47,0:29:41,0,AudioS200304.mpeg
,,2 Person,"Dekhne bhi nehi de raha hain, bey!","I can’t even see properly, man!",0:29:36,0:29:35,0,AudioS200305.mpeg
,,1 Person,"Ka kar rehi hain, Jyoti? Nikalne hain","What are you doing, Jyoti? We have to leave.",0:29:31,0:29:28,0,AudioS200306.mpeg
,,Jyoti,Nehi nikalne denge. Nehi.. Nehi.. nehi...,We won’t let you go. No… no… no…,0:09:27,0:29:24,0,AudioS200307.mpeg
,,1 Person,"Are suno to. Suno to jyoti.. Suna na Jyoti, are suno 
to Jyoti...",Hey listen… listen Jyoti… listen to me Jyoti…,0:29:23,0:29:18,0,AudioS200308.mpeg
,,Jyoti,"Jhuth kahe bolta hain, sala? Sala pichli baar jabh 
gaye to chey mahina lag gaya wapas ane mein","Why are you lying, you bastard? Last time you left it 
took six months for you to come back.",0:29:14,0:29:09,0,AudioS200309.mpeg
,,"1 Person, Jyoti","Kahe gusse aa rehi hain? , Hutt...","Why are you getting angry? , Move…",0:29:04,0:29:04,0,AudioS200310.mpeg
,,"1 Person, 
Jyoti","Ka kare Jyoti. Kaam hi aisan hain ,
To chorr de wo kaam","What can I do, Jyoti? The work itself is like this. ,
Then leave that work.",0:29:01,0:28:58,0,AudioS200311.mpeg
,,1 Person,"Huh? Chorr de? Sala apni marzi se thori ayi thi is 
dhande mein hum. Sala kitna koshish kiye ego 
sarafat ki zindegi jinega. Lekin sala wo bhi naseeb 
nehi hua humko. Is sala duniya mein na... hum 
jaisa logo ka koi aukaat hi nehi hain Jyoti","Leave it? As if I came into this business by choice. I 
tried so hard to live an honest life, but I never got that 
chance. In this world people like us have no value, 
Jyoti.",0:28:56,0:28:38,0,AudioS200312.mpeg
,,"Jyoti, 1 Person","Shh! , Isiliye sala lutna zaruri hain!","Shh! , That’s why looting is necessary!",0:28:38,0:28:35,0,AudioS200313.mpeg
,,"Jyoti, 1 Prrson","Oye, oye. Shaadi karni hain hume. , Huh?","Hey listen… I want to get married. , What?",0:28:35,0:28:30,0,AudioS200314.mpeg
,,Jyoti,Ghar basana hain,I want to build a home.,0:28:28,0:28:27,0,AudioS200315.mpeg
,,2 Person,"Itna bhabuk kahe ho raha hain,bey? Kuch hoga ka?","Why are you getting so emotional, man? Is 
something wrong?",0:28:26,0:28:23,0,AudioS200316.mpeg
,,3 Person,Police! Beta police aa raha hain bey! Chal!,Police! Police are coming! Run!,0:27:58,0:27:55,0,AudioS200317.mpeg
,,2 Person,"Abe police aa raha hain bey! Khap! Khap! Khap! 
Khapa! Chal bey!",Hey police are coming! Run!,0:27:53,0:27:51,0,AudioS200318.mpeg
,,1 Person,"Sun...  Jyoti... Apna kheyal rakhna ha. Hum phir 
ayenge. Thik hain? Hum fir ayenge, Jyoti...","Listen Jyoti… take care of yourself. I will come back. 
I will come back, Jyoti.",0:27:47,0:27:41,0,AudioS200319.mpeg
,,"2 Person, 3 Person","Bhugg! , Goli lagi bey!","Run! ,You got shot!",0:26:39,0:26:38,0,AudioS200320.mpeg
,,2 Person,"Chorr mujhe, aur bhugg! Abey bhugg! Chorr bike 
aur bhugg!",Leave me and run! Leave the bike and run!,0:26:37,0:26:33,0,AudioS200321.mpeg
,,Police ,"Ruk sala, ruk sale!","Stop, you bastard! Stop!",0:26:25,0:26:24,0,AudioS200322.mpeg
,,Dutta in the gorto,,Dutta in the pit.,0:25:15,0:25:13,N/A,N/A
,,Ins. Bitan,"Sir, Naihatir Paul Guinea Museum er baire ekta 
bike besh kichudin dhore reki korche. Eta dudin 
ager footage. Ar eta ek soptaho ager. Same bike. 
Ar eta dekhun same bike onno location e.","Sir, a bike has been surveying outside the Paul 
Guinea Museum in Naihati for several days. This is 
footage from two days ago, and this is from one 
week ago. Same bike. And look, the same bike in 
another location.",0:25:11,0:24:59,0,AudioS200323.mpeg
,,Animesh,"Ei, ei location ta kothay?","Hey, where is this location?",0:24:58,0:24:57,0,AudioS200324.mpeg
,,Ins. Bitan,"Ek second. Paul Guinea Museum theke ath
kilometer dure Kachrapara, Bagh More dekhachhe","One second… it shows Kachrapara, Bagh More, 
about eight kilometers from Paul Guinea Museum.",0:24:56,0:24:48,0,AudioS200325.mpeg
,,Ins. Damayanti,"Sir, erokom o to hote pare j ora ekhanei kothao 
ghati gereche.","Sir, it’s possible they have set up their base 
somewhere here.",0:24:47,0:24:44,0,AudioS200326.mpeg
,,Animesh,"Ekta kaj kor to. Elakar joto PGs, Mess bol, choto 
boro hotel, bhara deowa bari, dokan, sob khuje 
dekh kothay lukiye ache maalgulo","Do one thing. Check all PGs, mess houses, small 
and big hotels, rented houses and shops in the area. 
Find where those guys are hiding.",0:24:43,0:24:36,0,AudioS200327.mpeg
,,"Ins. Badal,
Ins. Damayanti,
Person, 
Ins. Damayanti,
Ins. Badal, 
Ins. Ganesh, 
Person","Dekhe nichhi sir. ,
Dada.,
Ha, bolun? ,
Ei cheleta k dekhechen? ,
Eke kothao dekhechen? ,
Eke dekhechen kothao?
Ha, dekhechi ei to ektu age gelo ","I’m checking, sir. ,
Brother. ,
Yes, tell me? ,
Have you seen this boy? ,
Have you seen this person anywhere? ,
Have you seen him anywhere? ,
Yes, he passed by a little while ago.",0:24:35,0:24:26,0,AudioS200328.mpeg
,,"Ins. Ganesh,
Person","Eke chenen? , 
Edike duto bari chere ekta boro bari paben","Do you know him? ,
Go this way, skip two houses and you’ll find a big 
house.",0:24:23,0:24:21,0,AudioS200329.mpeg
,,"Ins. Badal, Person
Ins. Ganesh","Ei bike ta kothao dekhechen ashe pashe? ,
Ha dekhechi, ekdom soja giye daan dike turn ,
Sir, khoj peye gechi mone hochhe","Have you seen this bike anywhere nearby? ,
Yes, go straight and then turn right. ,
Sir, I think we’ve found something.",0:24:19,0:24:14,0,AudioS200330.mpeg
,,Girl,"Ei! jachhi to, k? ","Hey! I’m coming, who is it?",0:24:11,0:24:09,0,AudioS200331.mpeg
,,"Ins. Ganesh, Animesh,
Ins. Ganesh, Girl","Dorjata  khule gelo kikore? , Automatic , 
Hobe purono diner sob system ,
Ei, daran daran daran daran. Ki chai ha? K apni? 
Kake chai?","How did the door open? , Automatically. ,
Must be an old system from earlier times. ,
Hey wait wait wait! What do you want? Who are you? 
Whom do you want?",0:24:02,0:23:55,0,AudioS200332.mpeg
,,"Ins. Ganesh, Animesh,
Girl , Ins. Ganesh,
Animesh, Girl","Ganesh Das , Animesh Dutta. Special Crime Branch. 
Eta amar team. , Ar ei maal ta? , Ei! , Unio ,
Hagar cheye pongar dak beshi","Ganesh Das. , Animesh Dutta. Special Crime Branch. 
This is my team. , And who is this fellow? , Hey! ,
He is also with us. , More noise than substance.",0:23:54,0:23:46,1,AudioS200333.mpeg
,,Ins. Ganesh,"Eii, lokape bhore gorad ghorabo. Ei Madam, eke 
tulun to","Hey! I’ll throw you in the lockup and shake the bars. 
Madam, arrest her.",0:23:45,0:23:42,0,AudioS200334.mpeg
,,Animesh,"Ah, daran daran kotha ache. Barir malik koi?","Wait wait, we need to talk. Where is the house 
owner?",0:23:41,0:23:38,0,AudioS200335.mpeg
,,Girl,"Oh buro! Asche asche. Ta ei ponga, tui sotti 
special police?","That old man? He’s coming. So this skinny guy is 
really from the special police?",0:23:37,0:23:32,0,AudioS200336.mpeg
,,"Ins. Ganesh,
Animesh, Girl","Ki! , Oii, dekhe ki mone hochhe? , 
Koto boro?","What! , Does it look like it? , 
How big is it?",0:23:31,0:23:25,0,AudioS200337.mpeg
,,Ins. Ganesh,Ei tor koto boro chai re dhanilonka. Nijei koto...,"Hey how big do you want it, you chilli? Look at 
yourself first…",0:23:24,0:23:22,1,AudioS200338.mpeg
,,"Girl, Animesh, 
Girl, Animesh","Ek second! Apni didi re chenen? , Kon didi? , 
E ponga e ki police ha! Apni didi re chenen na? ,
Poshimbonge to ekti didi","Wait a second! Do you know Didi? , Which Didi? ,
What kind of police are you if you don’t know Didi? ,
In West Bengal there is only one Didi.",0:23:22,0:23:13,0,AudioS200339.mpeg
,,Girl,"Ei! Ami didi no 1 er rachana di r kotha bolchi! Janen 
koto khela hoy! Dami dami sob peraiz deye! Ami 
kotobar bhebechi okhane jabo, didir sathe ekta 
selfie nebo.Ta sala ra nomber deye phone tole na! 
Chotolok! Ei shonen na, apnader to boro boro dada
didi der sathe anek line ghat ache, ta amar ektu 
connection koray den na okhane. Tahole ami 
apnader sob help kore dibo.","Hey! I’m talking about Rachana Di from Didi No.1! Do 
you know how many games happen there? They give 
expensive prizes! I always thought I would go there 
and take a selfie with her, but those idiots never pick 
up the phone! Listen, you people must have 
connections with big leaders, right? Arrange a 
connection for me there and I’ll help you with 
everything.",0:23:12,0:22:50,0,AudioS200340.mpeg
,,"Animesh, Girl, 
Animesh, Girl,
Ins. Ganesh","Thik To? , Haa! , Ei ponga Didi no 1 k phone kore 
bolo, onar songe jogajog korte. , Oh, ponga bolo na 
bolo bolo , Are ki!","Really? , Yes! , Hey skinny one, call Didi No.1 and say 
you want to contact her. , Oh, don’t call him skinny, just 
say it. , What!",0:22:50,0:22:43,1,AudioS200341.mpeg
,,"Old Man, Animesh,
Old Man, Ins. Ganesh","Ki re? Era kara? , Animesh Dutta. Special Crime 
Branch. , Ki Branch? , Crime Branch! Crime!","Hey, who are these people? , Animesh Dutta. Special 
Crime Branch. , Which branch? , Crime Branch! Crime!",0:22:41,0:22:36,0,AudioS200342.mpeg
,,"Animesh, Old Man,
Girl, Ins. Ganesh","Bolchi apnara er moddhe cho jon cheleke ghor 
bhara diyechen? , Diyechilam? , Disilam to! Mone 
rakhte pare na , Ah!","Did you rent a room to six boys here? , I did? , 
Yes you did! He never remembers anything. , 
Ah!",0:22:35,0:22:26,0,AudioS200343.mpeg
,,"Animesh, Old Man","Ta chelegulor naam ba kono identity proof rakhen?
Mane ekhane j eto jon eshe thake kono khata 
taata maintain oren? , Maintain kori?","Do you have their names or any identity proof? Do 
you keep any register of the people staying here? ,
Maintain a register?",0:22:25,0:22:17,0,AudioS200344.mpeg
,,"Animesh,
Old Man","Sunun, keu jodi ghapla kore palay, ei boyoshe
police er bamboo bhal lagbe? , 
Bhal lagbe?","Listen, if someone runs away after doing something 
wrong, will you enjoy police beating at this age? ,
Enjoy it?",0:22:15,0:22:08,0,AudioS200345.mpeg
,,"Girl,
Ins. Ganesh","Ekdom bhal lagbe na go! Asole uni kichu mone 
rakhte paren na to, tai eshob kichu rakhei na. , 
To beche achen keno?","No he definitely won’t! Actually he forgets everything, 
so he doesn’t keep any records. ,
Then why is he even alive?",0:22:08,0:22:02,0,AudioS200346.mpeg
,,"Animesh, Girl,
Animesh, Girl,
Animesh","Ta baba ghor ta kothay mone ache? , Ha ache , 
Dekhaben? , Cholen , Haa, apod","Do you at least remember which room they stayed in? ,
Yes I do. , Will you show us? , Come. , Yes, come.",0:22:01,0:21:56,0,AudioS200347.mpeg
,,Ins. Ganesh,"Mone rakhte paren na, na? Ghor bhara koto nite 
hobe seta kintu dibbi mone thake, hotochhara buro!
Debo na fuliye ekdom!","He can’t remember, right? But he clearly remembers 
how much rent to charge for the room, useless old 
man! I’ll inflate it properly next time!",0:21:55,0:21:47,1,AudioS200348.mpeg
,,"Old Man, Ins. Ganesh","Ei ki bollen? , Baba! E to sir jhapsha case. Ei sotti kore 
bol to maalgulo kothay?","What did you just say? , Sir, this is a confusing case. 
Tell the truth — where are those guys?",0:21:45,0:21:38,0,AudioS200349.mpeg
,,"Girl, Ins. Asim, Girl, 
Ins. Asim, Animesh,
Girl, Animesh","Huh! Miche kotha keno bolte jabo? Ei shonen, 
apnader reputation na thakte pare amr ache! , Hello! ,
Ki, hello? ,  Hey! , Baba! , E special sir, shonen. , 
Ha, bolen","Why would I lie? Listen, you may not have a 
reputation, but I do! , Hello! , What hello? , Hey! ,  
Baba! , Sir, listen to this. , Yes, go on.",0:21:38,0:21:28,0,AudioS200350.mpeg
,,Girl,"Aj sokal thekei dekhi nai, tarmane sokalei kothao 
ekta chole giyeche. Karon ami kal rateo dekhechi,
kishob jeno ranna korchilo. ","I haven’t seen them since this morning, which means 
they left somewhere early. Because I saw them last 
night too, they were cooking something.",0:21:28,0:21:22,0,AudioS200351.mpeg
,,Ins. Ganesh,"Oh, baba, tobe ki dakat, police sobai ki Sunrise er
opor bhorasha kore. Sir, Sunrise Meet Masala 
mane rannar hit masala! ","Oh my! Do both robbers and police rely on Sunrise? 
Sir, Sunrise Meat Masala means the perfect spice for 
cooking!",0:21:20,0:21:12,0,AudioS200352.mpeg
,,"Animesh,
Ins. Damayanti","Rakhun to khali khai khai. , 
Achha ora saradin ki korto?","Stop talking nonsense about food all the time. ,
Alright, what did they do all day?",0:21:11,0:21:08,0,Audios200353.mpeg
,,Girl,"Saradin phone gujur gujur fusur fusur korto! Laptop
e ki sob dekhto, Bhojpuro gaan sunto, nijeder 
moddhe kaotali korto! Uff, puro amar jina haram 
kore dito! Biswas koren! Ami ar jani na.","All day they kept whispering over the phone! They 
watched things on their laptops, listened to Bhojpuri 
songs, and joked among themselves! Ugh, they made 
my life miserable! Believe me, I don’t know anything 
else.",0:21:07,0:20:57,0,AudioS200354.mpeg
,,Ins. Badal,Sudhu oi cho jon? Ar keu asto na dekha korte?,"Only those six? Didn’t anyone else come to meet 
them?",0:20:57,0:20:55,0,AudioS200355.mpeg
,,Girl,"Ar ekjon asto janen. Se abar ekhane thakto na. Se
dekha korei chole jeto. Ami baar duyek dekhechi
take. Kemon jeno lokta. Kirom gol gol chokh kore
takiye thake.","Yes, one more person used to come. He didn’t stay 
here though. He would just meet them and leave. I 
saw him a couple of times. Strange fellow. He kept 
staring with wide round eyes.",0:20:51,0:20:33,0,AudioS200356.mpeg
,,"Animesh, Girl,
Ins. Ganesh, 
Animesh, Ins. Asim, 
Animesh, 
Ins. Damayanti","Loktar ekta bornona dite parbi? , Ha. , Notun keu jodi 
ashe na, tahole amader kintu khobor dibi, ha , Cholun, 
ekhane theke ar labh nei  , Hello, sir. , Damayanti?, 
Huh? Ha, sir. ","Can you describe that man? , Yes. ,  If any new person 
comes here, you will inform us immediately, alright? ,
Let’s go. There’s no point staying here any longer. , 
Hello, sir. ,  Damayanti? , Huh? Yes, sir.",0:20:30,0:20:19,0,AudioS200357.mpeg
,,"Animesh,
Ins. Damayanti","Bolchi oi, or kach theke description gulo niye cho
joner sketch koriye niy ay. , 
Okay, sir. Ei tumi ektu darao ha.","Take the descriptions from her and get sketches of all 
six prepared. , Okay, sir. You wait here for a moment.",0:20:18,0:20:08,0,AudioS200358.mpeg
,,Ins. Badal,"Sir, jodi emon hoy j amra Naihati te focus korlam, 
ora onno kothao attack kore dilo! Ei somosto kichu 
korche sudhumatro amader divert korar jonno?","Sir, what if we focus on Naihati and they attack 
somewhere else? What if all this is just to divert us?",0:20:00,0:19:54,0,AudioS200359.mpeg
,,Animesh,"Dekh location er  bepar e ora khub sabdhani. 
Sonapatti theke ektu egolei station. Train dhore 
beriye jabe. Ek Kilometer er moddhe Kalyani 
Expressway. Ar ektu egole National highway dhore 
kete porbe. Abr ulto dike Ganga. Ferry dhore beriye 
jabe. Ei eto gulo exit points! Ekdike ekdol maal 
baar korbe baki dol onno dik diye paliye jabe. 
Majhkhan diye police Gandu!","Look, they are very careful about location. If they 
move a little ahead from Sonapatti, there’s the station. 
They can catch a train and escape. Within one 
kilometer there’s the Kalyani Expressway. A little 
further and they can take the National Highway and 
disappear. On the other side there’s the Ganga — 
they can take a ferry and escape. So many exit 
points! One group will pull off the robbery while 
another group escapes from another direction, and 
the police will be left in the middle like fools.",0:19:53,0:19:27,1,AudioS200360.mpeg
,,"Ins. Asim, Ins. Badal,
Ins. Ganesh, 
Animesh","Hello, sir. , Raniganj eo dakatir topography ta ek e 
rokom chilo. , Seto Ranaghat eo... , Ei Bitan... ","Hello, sir. , The topography of the Raniganj robbery was 
similar. , Same with Ranaghat. , Hey Bitan…",0:19:26,0:19:21,0,AudioS200361.mpeg
,,"Ins. Bitan, Animesh,
Ins. Bitan","Coming, sir.  Sir? , Dekh to Tarak er songe keu jogajog 
koreche ki na. , Ekhono porjonto to keu koreni, sir. 
Korle janachhi","Coming, sir. Sir? , Check whether anyone has 
contacted Tarak. , No one has contacted him yet, sir. I’ll 
inform you if someone does.",0:19:20,0:19:10,0,AudioS200362.mpeg
,,"Tarak, Jori, Tarak","Baah, khub bhalo hochhe koro. eito! Eito! Hoyeche? 
Aj raat e na, aj k hobe na. , Ajke hobe na mane? , 
Chere dao.... Achha achha thikache. Wait,
hoyegeche? ","Wow, very good, keep going. That’s it! That’s it! Done? 
Not tonight, it won’t happen today. ,What do you mean 
it won’t happen today? , Leave it… alright alright fine. 
Wait… is it done? , ",0:19:01,0:18:48,0,AudioS200363.mpeg
,,"Jori, Tarak","Dhatt! Ei! Ei! Tahole biye korechili keno? 
Biye korechili keno? Bolechili keno sukhe rakhbi? 
Bol!  ,  Rakhbo rakhbo, sukhe rakhbo. Duto din dee.","Damn it! Hey! Then why did you marry me? Why did you 
marry me? Why did you say you would keep me happy? 
Tell me! , I will, I will keep you happy. Give me two days.",0:18:47,0:18:35,0,AudioS200364.mpeg
,,Jori,"Rakhbi? Dutodin na, toke khelte hobe na, ami 
khelbo! Dekh ki kori, toke khelte hobe na! Chooo
kit kit kit kit! ","You will? Not two days — you don’t need to play, I’ll 
play! Let me show you what I can do, you don’t need 
to play! Choo kit kit kit kit!",0:18:34,0:18:27,0,AudioS200365.mpeg
,,"Tarak, Jori, Tarak, Jori,
Tarak, Jori","Amar ektai outdoor. , Tor outdoor, outddoor e jong lege 
geche na! , Are, bhainga jabe! Ei! , Chooo kit kit kit 
kit! , Ei phone eshe geche! , Phone? Eh? ","I only have one outdoor. , Your outdoor? Your outdoor 
has already rusted! , Hey,it will break! Hey! , Choo kit kit 
kit kit! , Hey, a phone call has come! , Phone? Huh?",0:18:26,0:18:17,0,AudioS200366.mpeg
,,"Tarak, Jori, Tarak","Are important phone! Important! , Ami toke dekhachhi. 
Hey... , Ha, ki bhai! Ha, ki! Ha, supply kore debo. ","It’s an important call! Important! , Im showing you, 
hey ... , Yes, what is it brother? Yes, what? Yes, I will 
supply it.",0:18:16,0:18:08,0,AudioS200367.mpeg
